Record Length,2.500000e+03,,  -0.000000250000,  -0.12000,
Sample Interval,2.000000e-10,,  -0.000000249800,  -0.12000,
Trigger Point,1.250000000000e+03,,  -0.000000249600,  -0.12000,
,,,  -0.000000249400,  -0.08000,
,,,  -0.000000249200,  -0.08000,
,,,  -0.000000249000,  -0.08000,
Source,CH1,,  -0.000000248800,  -0.12000,
Vertical Units,V,,  -0.000000248600,  -0.16000,
Vertical Scale,1.000000e+00,,  -0.000000248400,  -0.16000,
Vertical Offset,-2.720000e+00,,  -0.000000248200,  -0.16000,
Horizontal Units,s,,  -0.000000248000,  -0.16000,
Horizontal Scale,5.000000e-08,,  -0.000000247800,  -0.12000,
Pt Fmt,Y,,  -0.000000247600,  -0.12000,
Yzero,0.000000e+00,,  -0.000000247400,  -0.12000,
Probe Atten,1.000000e+00,,  -0.000000247200,  -0.12000,
Model Number,TDS2022C,,  -0.000000247000,  -0.12000,
Serial Number,C050403,,  -0.000000246800,  -0.08000,
Firmware Version,FV:v24.26,,  -0.000000246600,  -0.12000,
,,,-00.000000246400,  -0.12000,
,,,-00.000000246200,  -0.16000,
,,,-00.000000246000,  -0.16000,
,,,-00.000000245800,  -0.16000,
,,,-00.000000245600,  -0.16000,
,,,-00.000000245400,  -0.12000,
,,,-00.000000245200,  -0.12000,
,,,-00.000000245000,  -0.08000,
,,,-00.000000244800,  -0.12000,
,,,-00.000000244600,  -0.12000,
,,,-00.000000244400,  -0.12000,
,,,-00.000000244200,  -0.16000,
,,,-00.000000244000,  -0.12000,
,,,-00.000000243800,  -0.12000,
,,,-00.000000243600,  -0.12000,
,,,-00.000000243400,  -0.08000,
,,,-00.000000243200,  -0.08000,
,,,-00.000000243000,  -0.08000,
,,,-00.000000242800,  -0.12000,
,,,-00.000000242600,  -0.12000,
,,,-00.000000242400,  -0.12000,
,,,-00.000000242200,  -0.12000,
,,,-00.000000242000,  -0.12000,
,,,-00.000000241800,  -0.12000,
,,,-00.000000241600,  -0.12000,
,,,-00.000000241400,  -0.12000,
,,,-00.000000241200,  -0.16000,
,,,-00.000000241000,  -0.12000,
,,,-00.000000240800,  -0.12000,
,,,-00.000000240600,  -0.12000,
,,,-00.000000240400,  -0.08000,
,,,-00.000000240200,  -0.08000,
,,,-00.000000240000,  -0.08000,
,,,-00.000000239800,  -0.08000,
,,,-00.000000239600,  -0.08000,
,,,-00.000000239400,  -0.08000,
,,,-00.000000239200,  -0.12000,
,,,-00.000000239000,  -0.12000,
,,,-00.000000238800,  -0.12000,
,,,-00.000000238600,  -0.16000,
,,,-00.000000238400,  -0.12000,
,,,-00.000000238200,  -0.12000,
,,,-00.000000238000,  -0.12000,
,,,-00.000000237800,  -0.08000,
,,,-00.000000237600,  -0.08000,
,,,-00.000000237400,  -0.08000,
,,,-00.000000237200,  -0.08000,
,,,-00.000000237000,  -0.08000,
,,,-00.000000236800,  -0.04000,
,,,-00.000000236600,  -0.04000,
,,,-00.000000236400,  -0.04000,
,,,-00.000000236200,  -0.08000,
,,,-00.000000236000,  -0.08000,
,,,-00.000000235800,  -0.12000,
,,,-00.000000235600,  -0.12000,
,,,-00.000000235400,  -0.12000,
,,,-00.000000235200,  -0.16000,
,,,-00.000000235000,  -0.12000,
,,,-00.000000234800,  -0.12000,
,,,-00.000000234600,  -0.12000,
,,,-00.000000234400,  -0.08000,
,,,-00.000000234200,  -0.08000,
,,,-00.000000234000,  -0.08000,
,,,-00.000000233800,  -0.08000,
,,,-00.000000233600,  -0.08000,
,,,-00.000000233400,  -0.04000,
,,,-00.000000233200,  -0.04000,
,,,-00.000000233000,  -0.04000,
,,,-00.000000232800,  -0.08000,
,,,-00.000000232600,  -0.12000,
,,,-00.000000232400,  -0.12000,
,,,-00.000000232200,  -0.16000,
,,,-00.000000232000,  -0.16000,
,,,-00.000000231800,  -0.12000,
,,,-00.000000231600,  -0.12000,
,,,-00.000000231400,  -0.08000,
,,,-00.000000231200,  -0.12000,
,,,-00.000000231000,  -0.12000,
,,,-00.000000230800,  -0.12000,
,,,-00.000000230600,  -0.12000,
,,,-00.000000230400,  -0.08000,
,,,-00.000000230200,  -0.08000,
,,,-00.000000230000,  -0.08000,
,,,-00.000000229800,  -0.08000,
,,,-00.000000229600,  -0.08000,
,,,-00.000000229400,  -0.08000,
,,,-00.000000229200,  -0.08000,
,,,-00.000000229000,  -0.08000,
,,,-00.000000228800,  -0.08000,
,,,-00.000000228600,  -0.08000,
,,,-00.000000228400,  -0.08000,
,,,-00.000000228200,  -0.12000,
,,,-00.000000228000,  -0.12000,
,,,-00.000000227800,  -0.12000,
,,,-00.000000227600,  -0.12000,
,,,-00.000000227400,  -0.08000,
,,,-00.000000227200,  -0.12000,
,,,-00.000000227000,  -0.12000,
,,,-00.000000226800,  -0.12000,
,,,-00.000000226600,  -0.12000,
,,,-00.000000226400,  -0.08000,
,,,-00.000000226200,  -0.08000,
,,,-00.000000226000,  -0.08000,
,,,-00.000000225800,  -0.12000,
,,,-00.000000225600,  -0.12000,
,,,-00.000000225400,  -0.12000,
,,,-00.000000225200,  -0.12000,
,,,-00.000000225000,  -0.12000,
,,,-00.000000224800,  -0.12000,
,,,-00.000000224600,  -0.12000,
,,,-00.000000224400,  -0.12000,
,,,-00.000000224200,  -0.12000,
,,,-00.000000224000,  -0.12000,
,,,-00.000000223800,  -0.12000,
,,,-00.000000223600,  -0.12000,
,,,-00.000000223400,  -0.08000,
,,,-00.000000223200,  -0.08000,
,,,-00.000000223000,  -0.08000,
,,,-00.000000222800,  -0.12000,
,,,-00.000000222600,  -0.12000,
,,,-00.000000222400,  -0.12000,
,,,-00.000000222200,  -0.16000,
,,,-00.000000222000,  -0.12000,
,,,-00.000000221800,  -0.12000,
